Sentiment,L1 Cluster ID,L1 Cluster,L1 Phrase Count,L1 Review Count,L1 Rating (Phrase),L1 Rating (Review),L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Review Count,L2 Rating (Phrase),L2 Rating (Review),L3 Cluster ID,L3 Cluster,L3 Cluster Phrase,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Flag,Review,sim
Negative,P4L1I1,Product,272,241,3.639705882,3.668049793,P4L2I9,Price,34,32,4.088235294,4.03125,P4L3I55,size expect,not worth the price,34,32,4.03125,4.088235294,P4L4I15,price on the 8oz tube by TWELVE DOLLARS,P4R1,1,2022-11-18 00:00:00,N+,"Disastrous formula change.

I've been using this FAB cream for almost a decade. I have spent thousands of dollars on just this one cream - I've got a whole family with sensitive skin and we live in an area with very harsh winters. We've bought uncounted tubes and tubs of this stuff (as well as now-discontinued fragrances, rip coconut lime). This used to be the absolute best cream you could buy for a variety of concerns - dry skin, acne, eczema, flakiness, EVERYTHING. The scent was pleasant and the texture, once it sunk in, left your skin actually soft but never greasy and weird. Holy Grail, totally deserving of every accolade it received. 

Welp. Over the last year that's almost all changed. The fragrance is more or less the same, but I suddenly noticed my hands and face weren't staying as nice as they used to. My family agrees: the cream isn't soothing eczema or flakiness anymore, nor helping prevent dryness. The texture is no longer thick and luscious but feels watery and insubstantial when applied. Once it's rubbed in, skin now seems mildly tacky, not soft or moisturized. Any sensation of moisture wears off quickly. 

I can't tell what they've done to the formula besides the addition of eucalyptus, but it is a catastrophic change. This product used to be five stars, now it's one. A pump bottle of any drugstore brand with oatmeal will serve you much better. I also want to note they have raised the price on the 8oz tube by TWELVE DOLLARS over the last six years - and I'd still be willing to pay if it wasn't worse than a drugstore product. But as it stands I'm heartbroken. Don't waste your money.",32
Negative,P4L1I1,Product,272,241,3.639705882,3.668049793,P4L2I9,Price,34,32,4.088235294,4.03125,P4L3I55,size expect,not worth the price,34,32,4.03125,4.088235294,P4L4I343,not worth the price,P4R80,5,2022-05-21 00:00:00,N+,"Will not be purchasing again

Awful smell and feels very tacky on the skin. Definitely not worth the price!",0
Negative,P4L1I1,Product,272,241,3.639705882,3.668049793,P4L2I9,Price,34,32,4.088235294,4.03125,P4L3I55,size expect,not worth the price,34,32,4.03125,4.088235294,P4L4I1023,t’s not worth the price,P4R276,5,2021-09-20 00:00:00,N+,"Not “intense” moisture

This moisturizer never caused me any sort of irritation as far as I can tell, but for the very high price and who this product is marketed for I would say that it isn’t nearly what i was expecting. The experience with this product was amazing it felt really nice on my skin and overall i’d say it’s a good product but i’d recommend something else because it’s not worth the price and the lack of moisturizing ability.",4
Negative,P4L1I1,Product,272,241,3.639705882,3.668049793,P4L2I9,Price,34,32,4.088235294,4.03125,P4L3I55,size expect,not worth the price,34,32,4.03125,4.088235294,P4L4I731,Wasn't worth the price,P4R188,1,2022-01-16 00:00:00,N+,"Drying, doesn't absorb well

I wanted to love the Ultra Repair Cream because of the hype, but it just didn't work for me. I found it to be super drying, almost like it left a cast on my skin. I'd have to use a facial oil underneath it each time I put it on, and it gave me dry patches around my nose, eyebrows, and hairline. It's gentle, which is great, and didn't irritate my acne-prone skin, but the cons outweigh the pros here in my opinion. Wasn't worth the price.",4
Negative,P4L1I1,Product,272,241,3.639705882,3.668049793,P4L2I9,Price,34,32,4.088235294,4.03125,P4L3I55,size expect,not worth the price,34,32,4.03125,4.088235294,P4L4I489,don't love the pric,P4R112,5,2022-04-06 00:00:00,N+,"Nice

It's smooth to apply, it doesn't make me oily. My skin has been feeling so soft! I don't love the price, but it's a good product.",8
Positive,P4L1I1,Product,1048,1012,4.457061069,4.458003953,P4L2I6,Odor,91,88,4.384615385,4.363636364,P4L3I25,scent,"has no scent,",57,57,4.333333333,4.333333333,P4L4I6,scent was pleasant,P4R1,1,2022-11-18 00:00:00,P+,"Disastrous formula change.

I've been using this FAB cream for almost a decade. I have spent thousands of dollars on just this one cream - I've got a whole family with sensitive skin and we live in an area with very harsh winters. We've bought uncounted tubes and tubs of this stuff (as well as now-discontinued fragrances, rip coconut lime). This used to be the absolute best cream you could buy for a variety of concerns - dry skin, acne, eczema, flakiness, EVERYTHING. The scent was pleasant and the texture, once it sunk in, left your skin actually soft but never greasy and weird. Holy Grail, totally deserving of every accolade it received. 

Welp. Over the last year that's almost all changed. The fragrance is more or less the same, but I suddenly noticed my hands and face weren't staying as nice as they used to. My family agrees: the cream isn't soothing eczema or flakiness anymore, nor helping prevent dryness. The texture is no longer thick and luscious but feels watery and insubstantial when applied. Once it's rubbed in, skin now seems mildly tacky, not soft or moisturized. Any sensation of moisture wears off quickly. 

I can't tell what they've done to the formula besides the addition of eucalyptus, but it is a catastrophic change. This product used to be five stars, now it's one. A pump bottle of any drugstore brand with oatmeal will serve you much better. I also want to note they have raised the price on the 8oz tube by TWELVE DOLLARS over the last six years - and I'd still be willing to pay if it wasn't worse than a drugstore product. But as it stands I'm heartbroken. Don't waste your money.",14
Positive,P4L1I1,Product,1048,1012,4.457061069,4.458003953,P4L2I6,Odor,91,88,4.384615385,4.363636364,P4L3I25,scent,"has no scent,",57,57,4.333333333,4.333333333,P4L4I1499,no scent,P4R425,5,2021-02-04 00:00:00,P+,"Great Basic Moisturizer

I initially bought this for myself but ended up giving to my husband. He has dry sun damaged skin and likes it because it has no scent and keeps his skin from looking like a dried out reptile ;)",5
Positive,P4L1I1,Product,1048,1012,4.457061069,4.458003953,P4L2I6,Odor,91,88,4.384615385,4.363636364,P4L3I25,scent,"has no scent,",57,57,4.333333333,4.333333333,P4L4I1490,No scent,P4R421,4,2021-02-08 00:00:00,P+,"I’ve used this on my 4 yr old since birth!

If I could give this a million stars I WOULD! No scent, makes my dry skin so soft and it’s made with amazing ingredients! I just bought the value size! If this product is ever discontinued I’ll be sad! I’ve used this for 5 years now. Did wonders for stretch marks while I was pregnant! And it’s come full circle! 4 years later and I still use this on my daughter and me :)",6
Positive,P4L1I1,Product,1048,1012,4.457061069,4.458003953,P4L2I6,Odor,91,88,4.384615385,4.363636364,P4L3I25,scent,"has no scent,",57,57,4.333333333,4.333333333,P4L4I383,has no fragrance,P4R91,3,2022-04-29 00:00:00,P+,"Super Hydrating Cream

This cream can be a little thick and heavy in application if you use a lot but I apply it lightly in the summer and heavier in the winter depending on my skin’s needs. Since I have hyper sensitive skin, this cream with colloidal oatmeal formula has reduced redness patches and has helped in healing acne damage. I have used this product for more than two years and it has changed my life. It also has no fragrance and it does not feel or look greasy. I usually apply it at night or when my face needs extra love. I do wear it during the day with a lighter application. My skin can stay hydrated with this cream for up to 48 hours. I’ve experienced significantly less breakouts and I am very happy with my longterm results. I love it!",8
Positive,P4L1I1,Product,1048,1012,4.457061069,4.458003953,P4L2I6,Odor,91,88,4.384615385,4.363636364,P4L3I25,scent,"has no scent,",57,57,4.333333333,4.333333333,P4L4I1432,the unscented,P4R404,5,2021-03-03 00:00:00,P+,"a little goes a long way

I think that this is a nice product. It has a whipped texture, so you only need a little bit for a lot of moisture. It’s very gentle and the unscented. It absorbs very quickly, but doesn’t really leave me feeling super moisturized. The only other problem I have with this product is that it tends to pill around the edges of my face into these little chunks which isn’t pleasant to peel off. But all in all, not a bad product. Good for sensitive skin.",8
Negative,P4L1I1,Product,272,241,3.639705882,3.668049793,P4L2I1,Ingredients,41,36,3.975609756,4.027777778,P4L3I1,formula,eucalyptus oil.,41,36,4.027777778,3.975609756,P4L4I1,Disastrous formula change,P4R1,1,2022-11-18 00:00:00,N+,"Disastrous formula change.

I've been using this FAB cream for almost a decade. I have spent thousands of dollars on just this one cream - I've got a whole family with sensitive skin and we live in an area with very harsh winters. We've bought uncounted tubes and tubs of this stuff (as well as now-discontinued fragrances, rip coconut lime). This used to be the absolute best cream you could buy for a variety of concerns - dry skin, acne, eczema, flakiness, EVERYTHING. The scent was pleasant and the texture, once it sunk in, left your skin actually soft but never greasy and weird. Holy Grail, totally deserving of every accolade it received. 

Welp. Over the last year that's almost all changed. The fragrance is more or less the same, but I suddenly noticed my hands and face weren't staying as nice as they used to. My family agrees: the cream isn't soothing eczema or flakiness anymore, nor helping prevent dryness. The texture is no longer thick and luscious but feels watery and insubstantial when applied. Once it's rubbed in, skin now seems mildly tacky, not soft or moisturized. Any sensation of moisture wears off quickly. 

I can't tell what they've done to the formula besides the addition of eucalyptus, but it is a catastrophic change. This product used to be five stars, now it's one. A pump bottle of any drugstore brand with oatmeal will serve you much better. I also want to note they have raised the price on the 8oz tube by TWELVE DOLLARS over the last six years - and I'd still be willing to pay if it wasn't worse than a drugstore product. But as it stands I'm heartbroken. Don't waste your money.",19
Negative,P4L1I1,Product,272,241,3.639705882,3.668049793,P4L2I1,Ingredients,41,36,3.975609756,4.027777778,P4L3I1,formula,eucalyptus oil.,41,36,4.027777778,3.975609756,P4L4I846,"eucalyptus oil,",P4R225,5,2021-12-08 00:00:00,N+,"changed original formula

Sad they changed the formula - with eucalyptus oil, no peptides, and moving beneficial ingredients to the bottom. But better than other creams at Sephora so I still recommend but it’s not for me anymore.",1
Negative,P4L1I1,Product,272,241,3.639705882,3.668049793,P4L2I1,Ingredients,41,36,3.975609756,4.027777778,P4L3I1,formula,eucalyptus oil.,41,36,4.027777778,3.975609756,P4L4I577,Has eucalyptus??,P4R137,4,2022-03-10 00:00:00,N+,"Minty eucalyptus

Has eucalyptus?? WHY :( which is not great for sensitive dry skin. If it did not have this i gross t it would be amazing. As soon as I put it on it burners with that mint feeling. So sad.",9
Negative,P4L1I1,Product,272,241,3.639705882,3.668049793,P4L2I1,Ingredients,41,36,3.975609756,4.027777778,P4L3I1,formula,eucalyptus oil.,41,36,4.027777778,3.975609756,P4L4I723,added eucalyptus oil now,P4R186,5,2022-01-17 00:00:00,N+,"bring back the old formula!

This used to be my go to nighttime moisturizer until they changed the formula and added eucalyptus oil now it burns and irritates my sensitive skin. Eucalyptus is a no no for people like myself with rosacea. Bring back the old formula please!",10
Negative,P4L1I1,Product,272,241,3.639705882,3.668049793,P4L2I1,Ingredients,41,36,3.975609756,4.027777778,P4L3I1,formula,eucalyptus oil.,41,36,4.027777778,3.975609756,P4L4I233,eucalyptus oil just ruins,P4R52,5,2022-07-12 00:00:00,N+,"maybe not the best for sensitive skin…

i don’t understand why fab markets this as a repair cream. it’s a nicely hydrating moisturizer that isn’t thick or greasy and it gets the job done. but the inclusion of eucalyptus oil just ruins the whole moisturizer imo. i’ve been using this for a couple of days, the first time i tried it, it stung a bit around my nose & chin but i ignored it bc i was also exfoliating that night. today, my skin feels very sensitized and my products have started to sting so i’ve decided to stop using it :/ first aid beauty if by any chance you’re reading sephora reviews please remove the eucalyptus oil from this moisturizer it’s defeating the whole purpose of being a repairing cream!!!",11
Positive,P4L1I1,Product,1048,1012,4.457061069,4.458003953,P4L2I4,Demographic,192,186,4.505208333,4.489247312,P4L3I11,winter,in the winter,43,42,4.404761905,4.418604651,P4L4I4,very harsh winters,P4R1,1,2022-11-18 00:00:00,P+,"Disastrous formula change.

I've been using this FAB cream for almost a decade. I have spent thousands of dollars on just this one cream - I've got a whole family with sensitive skin and we live in an area with very harsh winters. We've bought uncounted tubes and tubs of this stuff (as well as now-discontinued fragrances, rip coconut lime). This used to be the absolute best cream you could buy for a variety of concerns - dry skin, acne, eczema, flakiness, EVERYTHING. The scent was pleasant and the texture, once it sunk in, left your skin actually soft but never greasy and weird. Holy Grail, totally deserving of every accolade it received. 

Welp. Over the last year that's almost all changed. The fragrance is more or less the same, but I suddenly noticed my hands and face weren't staying as nice as they used to. My family agrees: the cream isn't soothing eczema or flakiness anymore, nor helping prevent dryness. The texture is no longer thick and luscious but feels watery and insubstantial when applied. Once it's rubbed in, skin now seems mildly tacky, not soft or moisturized. Any sensation of moisture wears off quickly. 

I can't tell what they've done to the formula besides the addition of eucalyptus, but it is a catastrophic change. This product used to be five stars, now it's one. A pump bottle of any drugstore brand with oatmeal will serve you much better. I also want to note they have raised the price on the 8oz tube by TWELVE DOLLARS over the last six years - and I'd still be willing to pay if it wasn't worse than a drugstore product. But as it stands I'm heartbroken. Don't waste your money.",10
Positive,P4L1I1,Product,1048,1012,4.457061069,4.458003953,P4L2I4,Demographic,192,186,4.505208333,4.489247312,P4L3I11,winter,in the winter,43,42,4.404761905,4.418604651,P4L4I887,in the winter,P4R236,5,2021-11-30 00:00:00,P+,"My absolute favorite

This stuff is my holy grail of moisturizers! I am literally in love with this stuff. My skin gets so so dry in the winter and this saves my skin overnight! I will continue to buy this year after year. I also use it on my hands or other dry skin areas and they are soft and smooth overnight! This is worth the money and SO AMAZING!",0
Positive,P4L1I1,Product,1048,1012,4.457061069,4.458003953,P4L2I4,Demographic,192,186,4.505208333,4.489247312,P4L3I11,winter,in the winter,43,42,4.404761905,4.418604651,P4L4I26,winter,P4R2,5,2022-11-18 00:00:00,P+,"Best by far

I got this while it was on sale to try and wish I bought more! I've tried gold bond cream to l'occitaine cream and this is by far the best. Not greasy but keeps your hands supple. I work in health care and wash my hands so much. This has been amazing for the winter dryness as well. Cannot recommend enough.",7
Positive,P4L1I1,Product,1048,1012,4.457061069,4.458003953,P4L2I4,Demographic,192,186,4.505208333,4.489247312,P4L3I11,winter,in the winter,43,42,4.404761905,4.418604651,P4L4I921,great during the winter,P4R247,5,2021-11-20 00:00:00,P+,"Such a great mositurizer

I purchased this based on the reviews and I'm so glad I did! It was great during the winter. I might switch back to CeraVe Moisturizing Cream for the summer because this one is a bit thick.",10
Positive,P4L1I1,Product,1048,1012,4.457061069,4.458003953,P4L2I4,Demographic,192,186,4.505208333,4.489247312,P4L3I11,winter,in the winter,43,42,4.404761905,4.418604651,P4L4I740,aird climate,P4R192,5,2022-01-11 00:00:00,P+,"At least worth a shot

This is a fairly decent moisturizer. It’s certainly not perfect in my book, but it has some really great qualities. First, I have come to develop mild eczema on my eyelids. Using a small amount around my eyelids has calmed some of the itching and cracking skin. Another redeeming quality is it’s longevity. I live in an aird climate and it’s very difficult to get moisturizer to stick around. This keeps my face soft and mostly hydrated throughout the day. It does a far better job than others I’ve tried (looking at you Tatcha and Drunk Elephant). Third, this is a great price for the quality of product. Especially with the value sets. 

I’m giving this four stars because this product seems to leave a (waxy-like? or silicone-like?) film over my face. I’m not sure how to describe it, but it feels like a residue of sorts. The initial texture is quite dreamy though. Also, I’m not a fan of the smell. Eucalyptus is okay, but it tends to smell kind of stale or perhaps  mildewy. Again, that might not be the correct word. 

Overall this is a great product for the price and if you’re looking for a good moisturizer (and aren’t too picky about shallow details) give this a try!",11
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I11,Skin,732,709,4.588797814,4.589562764,P4L3I68,eczema,have eczema,96,92,4.554347826,4.541666667,P4L4I19,eczema,P4R1,1,2022-11-18 00:00:00,P+,"Disastrous formula change.

I've been using this FAB cream for almost a decade. I have spent thousands of dollars on just this one cream - I've got a whole family with sensitive skin and we live in an area with very harsh winters. We've bought uncounted tubes and tubs of this stuff (as well as now-discontinued fragrances, rip coconut lime). This used to be the absolute best cream you could buy for a variety of concerns - dry skin, acne, eczema, flakiness, EVERYTHING. The scent was pleasant and the texture, once it sunk in, left your skin actually soft but never greasy and weird. Holy Grail, totally deserving of every accolade it received. 

Welp. Over the last year that's almost all changed. The fragrance is more or less the same, but I suddenly noticed my hands and face weren't staying as nice as they used to. My family agrees: the cream isn't soothing eczema or flakiness anymore, nor helping prevent dryness. The texture is no longer thick and luscious but feels watery and insubstantial when applied. Once it's rubbed in, skin now seems mildly tacky, not soft or moisturized. Any sensation of moisture wears off quickly. 

I can't tell what they've done to the formula besides the addition of eucalyptus, but it is a catastrophic change. This product used to be five stars, now it's one. A pump bottle of any drugstore brand with oatmeal will serve you much better. I also want to note they have raised the price on the 8oz tube by TWELVE DOLLARS over the last six years - and I'd still be willing to pay if it wasn't worse than a drugstore product. But as it stands I'm heartbroken. Don't waste your money.",5
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I11,Skin,732,709,4.588797814,4.589562764,P4L3I68,eczema,have eczema,96,92,4.554347826,4.541666667,P4L4I1010,have eczema a,P4R272,1,2021-10-04 00:00:00,P+,"Great product that delivers results

First Aid Beauty product delivers— I have eczema and have to use a steroids to tame it, and the ultra hydration helps keep it at bay.  I testify to it not causing more outbreaks on body or face.  My toddler son however broke out from this so maybe not safe for children.",2
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I11,Skin,732,709,4.588797814,4.589562764,P4L3I68,eczema,have eczema,96,92,4.554347826,4.541666667,P4L4I688,have had eczema,P4R174,3,2022-01-29 00:00:00,P+,"LOVE, LOVE, LOVE!

I can’t say enough good things about this cream! I have had eczema my entire life and I have tried a lot of prescription and otc creams/lotions, but nothing compares to this. It works wonders for my skin and helps during the colder months when my skin needs a little extra help. It is a light weight cream and doesn’t leave a greasy or sticky residue. I would highly recommend, 10 out of 10.",4
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I11,Skin,732,709,4.588797814,4.589562764,P4L3I68,eczema,have eczema,96,92,4.554347826,4.541666667,P4L4I238,severe eczema,P4R53,5,2022-07-11 00:00:00,P+,"SIMPLY THE BEST

This is a 10/10. I prefer the bottle formulation over the tub. I suffer from severe eczema and dry patches on my eyes and cheeks and this literally healed it in less than 2 days!!! It’s literally a miracle. Absolutely fabulous for dry sensitive skin. I’ve tried it all and this has to be the best.",4
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I11,Skin,732,709,4.588797814,4.589562764,P4L3I68,eczema,have eczema,96,92,4.554347826,4.541666667,P4L4I1328,mild eczema.,P4R374,5,2021-03-30 00:00:00,P+,"dry patches, be gone!

i bought this to use on my toddlers with mild eczema. wow.. they stopped complaining of itchy skin almost immediately. and recently, I've started using Differin to rid of red spots on my cheeks and chin. for some reason, my neck grew severely dry and patchy as a result; the product must have been seeping down towards the neck area. so I applied this cream just once and voila! no more rough skin. wow. I just bought five of the 8oz tubes during the BF sale. a must for my family! wish I'd bought more before it sold out.",5
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I11,Skin,732,709,4.588797814,4.589562764,P4L3I67,acne,treat acne,75,72,4.527777778,4.506666667,P4L4I18,acne,P4R1,1,2022-11-18 00:00:00,P+,"Disastrous formula change.

I've been using this FAB cream for almost a decade. I have spent thousands of dollars on just this one cream - I've got a whole family with sensitive skin and we live in an area with very harsh winters. We've bought uncounted tubes and tubs of this stuff (as well as now-discontinued fragrances, rip coconut lime). This used to be the absolute best cream you could buy for a variety of concerns - dry skin, acne, eczema, flakiness, EVERYTHING. The scent was pleasant and the texture, once it sunk in, left your skin actually soft but never greasy and weird. Holy Grail, totally deserving of every accolade it received. 

Welp. Over the last year that's almost all changed. The fragrance is more or less the same, but I suddenly noticed my hands and face weren't staying as nice as they used to. My family agrees: the cream isn't soothing eczema or flakiness anymore, nor helping prevent dryness. The texture is no longer thick and luscious but feels watery and insubstantial when applied. Once it's rubbed in, skin now seems mildly tacky, not soft or moisturized. Any sensation of moisture wears off quickly. 

I can't tell what they've done to the formula besides the addition of eucalyptus, but it is a catastrophic change. This product used to be five stars, now it's one. A pump bottle of any drugstore brand with oatmeal will serve you much better. I also want to note they have raised the price on the 8oz tube by TWELVE DOLLARS over the last six years - and I'd still be willing to pay if it wasn't worse than a drugstore product. But as it stands I'm heartbroken. Don't waste your money.",6
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I11,Skin,732,709,4.588797814,4.589562764,P4L3I67,acne,treat acne,75,72,4.527777778,4.506666667,P4L4I654,with acne,P4R164,5,2022-02-05 00:00:00,P+,"The best!

This cream saved my skin. I'll never use anything else.. I had red dry skin with acne (tricky combination skin to treat) and it has all improved because of this cream. it leaves my skin hydrated, ultra soft and doesn't leave any sticky/greasy residue. I've used it daily or over 2 months and love it! I even use it on my hands in the winter and it is awesome.. can't recommend it enough!",5
